Name,Platform,Publisher,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Year,Genre
Metal Gear Solid HD Collection,PSV,Konami Digital Entertainment  ,,,0.03,0.01,,,0.03,2012,Action
Ride 3,XOne,Bandai Namco Entertainment  ,,,0.03,,,0,0.03,2018,Racing
Project Gotham Racing 2 (JP weekly sales),XB,Microsoft Game Studios  ,,,,,0.03,,0.03,2003,Racing
The Peanuts Movie: Snoopy's Grand Adventure,PS4,Activision  ,,,,0.03,,0,0.03,2015,Platform
8-Bit Armies,XOne,Soedesco  ,,,0.03,,,0,0.03,2018,Strategy
CT Special Forces,GBA,Hip Interactive  ,5.9,,0.02,0.01,,0,0.03,2004,Action
Rugby League Live 3,X360,Tru Blu Entertainment  ,,,,0.03,,0,0.03,2015,Sports
Jikandia: The Timeless Land,PSP,Aksys Games  ,,,0.03,,,0.01,0.03,2011,Role-Playing
Jewel Master: Cradle of Rome,Wii,Destineer  ,,,0.03,,,0,0.03,2009,Puzzle
FIFA World Cup: Germany 2006,GBA,EA Sports  ,4.3,,0.02,0.01,,0,0.03,2006,Sports
Immortal Unchained,XOne,Sold Out  ,,,0.03,,,0,0.03,2018,Role-Playing
The Dwarves,PS4,THQ Nordic  ,,,0.03,,,0.01,0.03,2016,Role-Playing
Earthworm Jim 2,GBA,Majesco  ,4.7,,0.02,0.01,,0,0.03,2002,Platform
Tamagotchi no Doki Doki Dream Omisecchi,3DS,Namco Bandai Games  ,,,,,0.03,,0.03,2013,Simulation
Best Friends Tonight,DS,Ubisoft  ,,,0.03,,,0,0.03,2010,Misc
Toushin Toshi,3DS,imageepoch Inc.  ,,,,,0.03,,0.03,2014,Role-Playing
Suujin Taisen,DS,Nintendo  ,,,,,0.03,,0.03,2007,Strategy
Driv3r,GBA,Atari  ,,,0.02,0.01,,0,0.03,2005,Racing
Street Supremacy,PSP,Konami  ,,,0.03,,,0,0.03,2006,Racing
Flashback,NS,Maximum Games  ,,,0.01,0.02,,0,0.03,2018,Platform
Looney Tunes: Galactic Sports,PSV,Sony Computer Entertainment  ,,,,0.03,,0.01,0.03,2015,Action
River King: Mystic Valley (jp sales),DS,Natsume  ,,,,,0.03,,0.03,2008,Sports
Winning Post World,PS2,KOEI  ,,,,,0.03,,0.03,2009,Sports
.hack: Sekai no Mukou ni + Versus,PS3,Namco Bandai Games  ,,,,,0.03,,0.03,2012,Fighting
Sacra Terra: Angelic Night,PC,Viva Media  ,,,0.01,0.02,,0.01,0.03,2011,Puzzle
Railway Empire,XOne,Kalypso Media  ,,8.3,0.03,,,0,0.03,2018,Simulation
Disney Sports Soccer,GC,Konami  ,,,0.03,0.01,,0,0.03,2002,Sports
Cooking Mama 5,3DS,Office Create  ,,,,,0.03,,0.03,2013,Simulation
Animal Boxing,DS,Destineer  ,6.1,,0.03,,,,0.03,2008,Fighting
Mame Goma: Honobo no Nikki,DS,TDK Core  ,,,,,0.03,0,0.03,2007,Simulation
MXGP Pro,XOne,Milestone S.r.l.  ,,,0.03,,,0,0.03,2018,Racing
La Corda d'Oro 4,PSV,Tecmo Koei  ,,,,,0.03,,0.03,2016,Action
Disney's Hide & Sneak,GC,Capcom  ,4.7,,0.03,0.01,,0,0.03,2003,Action
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,KOEI  ,,,,,0.03,,0.03,2008,Strategy
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,Namco Bandai Games  ,,,,,0.03,,0.03,2013,Strategy
Farming 2017 - The Simulation,PC,UIG Entertainment  ,,,,0.03,,0,0.03,2016,Simulation
Raw Danger!,PS2,Agetec  ,,,0.02,0.01,,0,0.03,2007,Action
Legend of the Dragon,PSP,Game Factory  ,2.9,,0.03,0,,0,0.03,2007,Fighting
Monster Rancher Hop-A-Bout,PS,Tecmo  ,,,0.02,0.01,,0,0.03,2000,Action
Custom Beat Battle: Draglade 2,DS,Namco Bandai  ,,,,,0.03,,0.03,2008,Fighting
de Blob 2,NS,THQ Nordic  ,,,0.03,,,0,0.03,2018,Platform
Gotouchi Kenkei DS,DS,Spike  ,,,,,0.03,,0.03,2006,Misc
Astonishia Story,PSP,Ubisoft  ,4.8,,0.03,0,,0,0.03,2006,Role-Playing
Transformers: Devastation,PC,Activision  ,,,,0.03,,0,0.03,2015,Action
BikkuriMan Daijiten,DS,3 O'Clock  ,,,,,0.03,,0.03,2007,Misc
Accel World: Ginyoku no Kakusei,PS3,Namco Bandai Games  ,,,,,0.03,,0.03,2012,Adventure
Elf Bowling 1 & 2,GBA,Ignition Entertainment  ,1.4,,0.02,0.01,,0,0.03,2005,Sports
NBA 2K17,PC,2K Sports  ,,,,0.03,,0,0.03,2016,Sports
Maximum Racing: GP Classic Racing,Wii,Unknown  ,,,0.03,0,,0,0.03,2011,Racing
GunGriffon: Allied Strike,XB,Tecmo  ,,,0.02,0.01,,0,0.03,2004,Simulation
WRC 5: FIA World Rally Championship,PSV,Bigben Interactive  ,,,,0.03,,0.01,0.03,2015,Racing
Stacked with Daniel Negreanu,PSP,Myelin Media  ,,,0.03,,,0,0.03,2006,Misc
Vitamin X Evolution,DS,D3 Publisher  ,,,,,0.03,,0.03,2008,Adventure
Mahjong 300,DS,Avanquest  ,,,,0.03,,0,0.03,2011,Puzzle
Saru! Get You! SaruSaru Daisakusen,PSP,Sony Computer Entertainment  ,,,,,0.03,,0.03,2007,Action
Sea Park Tycoon,DS,Destineer  ,,,0.02,0.01,,0,0.03,2010,Simulation
Arthur and the Invisibles,DS,Atari  ,,,0.03,0,,0,0.03,2007,Adventure
Dynasty Warriors: Godseekers,PS4,Tecmo Koei  ,,,,,0.03,,0.03,2017,Strategy
Black Mirror,XOne,THQ Nordic  ,,,0.03,,,0,0.03,2017,Adventure
PopCap Arcade Vol 2,X360,PopCap Games  ,,,0.03,,,0,0.03,2009,Misc
The Flintstones: Big Trouble in Bedrock,GBA,Crave Entertainment  ,4,,0.02,0.01,,0,0.03,2001,Platform
SUPERBEAT: XONiC,NS,PM Studios  ,,,0.03,,,0,0.03,2017,Music
Sorcery Saga: Curse of the Great Curry God,PSV,Aksys Games  ,,,,0,0.03,0,0.03,2013,Racing
Beastly,Wii,Storm City Games  ,,,0.03,,,0,0.03,2011,Misc
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,Kamui  ,,,,,0.03,,0.03,2010,Misc
Smart Girl's Winter Wonderland,DS,UFO Interactive  ,,,0.03,,,0,0.03,2008,Misc
Majesty 2: The Fantasy Kingdom Sim,OSX,Paradox Interactive   ,,,0.03,,,0,0.03,2009,Strategy
Silverlicious,DS,GameMill  ,,,0.03,,,0,0.03,2012,Misc
BeatMania IIDX 14 Gold,PS2,Konami  ,,,,,0.03,,0.03,2008,Simulation
Pure Farming 2018,XOne,Techland  ,,,0.03,,,0,0.03,2018,Simulation
Railway Empire,PS4,Kalypso Media  ,,,0.02,,0,0.01,0.03,2018,Simulation
Trials Fusion,PC,Ubisoft  ,,,,0.03,,0,0.03,2014,Racing
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,ASK  ,,,,,0.03,,0.03,1996,Misc
Toriko: Ultimate Survival,3DS,Namco Bandai Games  ,,,,,0.03,,0.03,2013,Action
Vegas Casino,DS,SVG Distribution  ,,,0.03,0,,0,0.03,2007,Misc
Madou Monogatari,SAT,Compile  ,,,,,0.03,0,0.03,1998,Role-Playing
River City Super Sports Challenge,DS,Aksys Games  ,,,0.01,,0.02,0,0.03,2010,Sports
Flipper Critters,DS,Ignition Entertainment  ,,,0.03,0,,0,0.03,2007,Misc
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,D3Publisher  ,,,,,0.03,,0.03,2012,Simulation
Togainu no Chi: True Blood,PS2,Kadokawa Shoten  ,,,,,0.03,,0.03,2008,Adventure
Tork: Prehistoric Punk,XB,Ubisoft  ,,,0.02,0.01,,0,0.03,2005,Platform
Call of Juarez: Bound in Blood,PC,Ubisoft  ,,,,0.03,,0,0.03,2009,Shooter
Chicken Shoot 2,GBA,"Destination Software, Inc  ",,,0.02,0.01,,0,0.03,2005,Adventure
Shin Hayarigami 2,PSV,Nippon Ichi Software  ,,,,,0.03,,0.03,2016,Adventure
Prince of Persia: The Forgotten Sands,PC,Ubisoft  ,,,,0.03,,0,0.03,2010,Action
Summer Athletics 2009,X360,49Games  ,,,,0.03,,0,0.03,2009,Sports
Apache: Air Assault,PC,Activision  ,,,,0.03,,0,0.03,2010,Simulation
Underground Pool,DS,UFO Interactive  ,,,0.03,,,0,0.03,2007,Sports
Infinite Stratos 2: Ignition Hearts,PSV,5pb  ,,,,,0.03,,0.03,2014,Visual Novel
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,Hackberry  ,,,,,0.03,,0.03,2008,Misc
Accel World: Ginyoku no Kakusei,PSP,Namco Bandai Games  ,,,,,0.03,,0.03,2012,Adventure
Classic Dungeon: Fuyoku no Masoujin,PSP,Nippon Ichi Software  ,,,,,0.03,,0.03,2010,Role-Playing
Crazy Machines,DS,DTP Entertainment  ,,,,0.03,,0,0.03,2008,Puzzle
Mystery Case Files: Ravenhearst,PC,Big Fish Games  ,,,0.01,0.02,,0,0.03,2007,Puzzle
Rampo,SAT,Sega  ,,,,,0.03,,0.03,1995,Adventure
The Sims 2: Glamour Life Stuff,PC,Electronic Arts  ,,,,0.03,,0.01,0.03,2006,Simulation
Super Heroine Chronicle,PS3,Namco Bandai Games  ,,,,,0.03,,0.03,2014,Strategy
My Pet Shop (JP sales),DS,Taito  ,,,,,0.03,,0.03,2009,Simulation
Toy Shop,DS,Majesco  ,,,0.03,0,,0,0.03,2008,Simulation
Darkest Dungeon,NS,Merge Games  ,,,0.02,0.01,,0,0.03,2018,Role-Playing
Exstetra,PSV,FuRyu Corporation  ,,,,,0.03,,0.03,2013,Role-Playing
Kung Fu Panda: Showdown of Legendary Legends,X360,Little Orbit  ,,,,0.03,,0,0.03,2015,Action
Dodge Racing: Charger vs Challenger,DS,Zoo Games  ,,,0.03,,,0,0.03,2009,Racing
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,Konami  ,,,,,0.03,,0.03,2010,Simulation
Biker Mice From Mars,DS,Game Factory  ,,,0.03,0,,0,0.03,2007,Racing
Jig-A-Pix: Wild World,DS,Destineer  ,,,0.03,0,,0,0.03,2010,Puzzle
Winning Post 8 2016,PS4,Tecmo Koei  ,,,,,0.03,,0.03,2016,Simulation
IDOLiSH7 Twelve Fantasia!,PSV,Bandai Namco Entertainment  ,,,,,0.03,,0.03,2018,Music
Hiiro no Kakera 2: Hisui no Shizuku,PS2,Idea Factory  ,,,,,0.03,,0.03,2007,Adventure
Rugby World Cup 2015,X360,Big Ben Interactive  ,,,,0.03,,0,0.03,2015,Sports
Pro Yakyuu Spirits 5 Kanzenban,PS3,Konami  ,,,,,0.03,,0.03,2008,Sports
Blazing Angels: Squadrons of WWII,PC,Ubisoft  ,6.9,,0.03,0,,0,0.03,2006,Simulation
Cabela's Big Game Hunter: Pro Hunts,PS3,Activision  ,,,0.03,,,0.01,0.03,2014,Shooter
Disney Epic Mickey: The Power of Illusion,3DS,Disney Interactive Studios  ,,,0,0.03,,,0.03,2012,Platform
The Legend of Heroes III: Song of the Ocean,PSP,Namco Bandai  ,,,0.03,,,0,0.03,2007,Role-Playing
Top Gun: Hard Lock,PS3,505 Games  ,,,,0.03,,0.01,0.03,2012,Action
Utawarerumono: Chiriyukusha e no Komoriuta,PS4,Aqua Plus  ,,,,,0.03,,0.03,2018,Role-Playing
Dance Factory,PS2,Codemasters  ,,,0.02,0.01,,0,0.03,2006,Action
Totally Spies!,GBA,Atari  ,,,0.02,0.01,,0,0.03,2005,Platform
DragonHeart: Fire & Steel,PS,Acclaim Entertainment  ,,,0.02,0.01,,0,0.03,1996,Action
Chaos;Head - Love Chu*Chu!,X360,5pb  ,,,,,0.03,,0.03,2010,Adventure
Nishijin Pachinko Monogatari 2,SNES,KSS  ,,,,,0.03,0,0.03,1996,Misc
World of Final Fantasy Maxima,XOne,Square Enix  ,,,0.03,,,0,0.03,2018,Role-Playing
RoadKill,GC,Midway Games  ,7.7,,0.02,0.01,,0,0.03,2003,Action
Playmobil Top Agents,DS,Unknown  ,,,,0.03,,0,0.03,2020,Action
RACE On,PC,bitComposer Games  ,,,,0.03,,0,0.03,2009,Racing
F1 2002,GC,EA Sports  ,,,0.02,0.01,,0,0.03,2002,Racing
Mushihimesama Futari Ver 1.5,X360,Cave  ,,,,,0.03,,0.03,2009,Shooter
thinkSMART FAMILY!,Wii,Conspiracy Entertainment  ,,,0.03,,,0,0.03,2010,Misc
MotoGP 15,XOne,Milestone S.r.l.  ,,,,0.03,,0,0.03,2015,Racing
Pocket Fighter,SAT,Capcom  ,,,,,0.03,,0.03,1998,Fighting
Ojyousama Express,SAT,Media Works  ,,,,,0.03,0,0.03,1998,Strategy
Rugby Challenge 3,PS3,Alternative Software  ,,,,0.03,,0,0.03,2016,Sports
Toaru Majutsu to Kagaku no Ensemble,PSP,Namco Bandai Games  ,,,,,0.03,,0.03,2013,Visual Novel
Raid: World War II,XOne,505 Games  ,,,0.03,,,0,0.03,2017,Shooter
Starsky & Hutch,GBA,BAM! Entertainment  ,,,0.02,0.01,,0,0.03,2003,Racing
Garfield: A Tale of Two Kitties,DS,Game Factory  ,,,0.03,0,,0,0.03,2006,Platform
House M.D.,DS,Legacy Interactive  ,,,0.02,0.01,,0,0.03,2010,Adventure
Sitting Ducks,GBA,Hip Interactive  ,,,0.02,0.01,,0,0.03,2004,Platform
Brothers Conflict: Brilliant Blue,PSP,Idea Factory  ,,,,,0.03,,0.03,2013,Visual Novel
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,Rejet  ,,,,,0.03,,0.03,2016,Visual Novel
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,Nintendo  ,,,,,0.03,,0.03,2007,Role-Playing
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,Marvelous Interactive  ,,,,,0.03,,0.03,2008,Adventure
Train Sim World,XOne,Maximum Games  ,,,0.03,,,0,0.03,2018,Simulation
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,Mumbo Jumbo  ,,,,0.03,,0,0.03,2009,Adventure
Last Escort: Club Katze,PSP,D3 Publisher  ,,,,,0.03,,0.03,2010,Adventure
Who Wants to be a Millionaire: 1st Edition,Wii,Ubisoft  ,,,,0.03,,0,0.03,2010,Misc
Red Faction: Guerrilla,PC,THQ  ,8.3,,,0.03,,0,0.03,2009,Shooter
Stacked with Daniel Negreanu,XB,Myelin Media  ,,,0.02,0.01,,0,0.03,2006,Misc
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,Yeti  ,,,,,0.03,,0.03,2010,Adventure
Ultimate Block Party,PSP,Conspiracy Entertainment  ,,,0.03,0,,0,0.03,2005,Puzzle
Konami Classics Series: Arcade Hits,DS,Konami  ,,,0.01,0,0.02,0,0.03,2007,Misc
Otometeki Koi Kakumei * Love Revo,PS2,Interchannel  ,,,,,0.03,,0.03,2006,Adventure
Power Rangers Super Megaforce,3DS,Namco Bandai Games  ,,,0.01,0.01,,0,0.03,2014,Action-Adventure
New Interpretation Stranger of Sword City,PSV,Experience Inc.  ,,,,,0.03,,0.03,2016,Role-Playing
Dr. Muto,GC,Midway Games  ,7.5,,0.02,0.01,,0,0.03,2002,Platform
Hallowed Legends: Samhain,PC,Focus Home Interactive  ,,,,0.03,,0.01,0.03,2011,Adventure
Sumikko Gurashi Atsumare Sumikko Town,NS,Nippon Columbia  ,,,,,0.03,,0.03,2018,Misc
Otomedius Gorgeous,X360,Konami  ,,,,,0.03,,0.03,2008,Shooter
Egg Mania: Eggstreme Madness,PS2,Kemco  ,,,0.02,0.01,,0,0.03,2002,Puzzle
Guilty Gear XX Accent Core Plus,Wii,Aksys Games  ,7,,0.01,0.02,,0,0.03,2009,Fighting
Rabbids Land,WiiU,Ubisoft  ,6.1,,0.01,0.01,,0,0.03,2012,Party
Who Wants to be a Millionaire: 1st Edition,DS,Ubisoft  ,,,,0.03,,0,0.03,2010,Misc
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Sega  ,,,,,0.03,,0.03,2015,Action
Rome: Total War - Gold Edition,PC,Sega  ,,,,0.03,,0,0.03,2006,Strategy
Kiniro no Corda 3,PS2,KOEI  ,,,,,0.03,,0.03,2010,Adventure
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,Idea Factory  ,,,,,0.03,,0.03,2016,Adventure
Zero Escape: Virtue's Last Reward,3DS,Aksys Games  ,9,,0.03,,,0,0.03,2012,Visual Novel
Aegis of Earth: Protonovus Assault,PS3,Aksys Games  ,,,0.02,0.01,,0.01,0.03,2016,Action
Darkstalkers Resurrection,PS3,Capcom  ,,,,,0.03,,0.03,2013,Fighting
Mega Minis Volume 2,PSP,Sony Computer Entertainment  ,,,,0.02,,0.01,0.03,2011,Misc
Highschool Terra Story,SAT,KID  ,,,,,0.03,0,0.03,1998,Adventure
All-Star Fruit Racing,PS4,PQube  ,,,0.03,,,0.01,0.03,2018,Racing
Emergency! Disaster Rescue Squad,DS,Destineer  ,,,0.03,,,0,0.03,2009,Simulation
Overlord II,PC,Codemasters  ,,,,0.03,,0,0.03,2009,Action
Summer Athletics: The Ultimate Challenge,X360,Crave Entertainment  ,,,0.02,0.01,,0,0.03,2008,Sports
Berserk and the Band of the Hawk,PSV,Tecmo Koei  ,,,,,0.03,,0.03,2016,Action
Suggoi! Arcana Heart 2,PS2,AQ Interactive  ,,,,,0.03,,0.03,2009,Fighting
Let's Sing 2019,PS4,Ravenscourt  ,,,,0.03,,0,0.03,2018,Music
Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,PS4,Sega  ,,,,,0.03,,0.03,2018,Action
Dragon's Dogma Online: Season 2,PS4,Capcom  ,,,,,0.03,,0.03,2016,Action
Divinity: Original Sin II,XOne,Bandai Namco Entertainment  ,,,0.03,,,0,0.03,2018,Role-Playing
Mother Goose no Himitsu no Yakata,PSP,Quinrose  ,,,,,0.03,,0.03,2011,Adventure
Super Bomberman R,XOne,Konami Digital Entertainment  ,,,0.03,,,0,0.03,2018,Puzzle
HappinessCharge PreCure! Kawarun Collection,3DS,Namco Bandai Games  ,,,,,0.03,,0.03,2014,Misc
Men of War,PC,Aspyr  ,9,,0.01,0.02,,0,0.03,2009,Strategy
Winning Post 7 2009,PSP,KOEI  ,,,,,0.03,,0.03,2009,Sports
Code Lyoko: Quest for Infinity,PSP,Game Factory  ,,,0.03,,,0,0.03,2008,Action
Puzzle & Action: Tant-R,GEN,Sega  ,,,,,0.03,,0.03,1994,Misc
Mega Man X Legacy Collection 1+2,NS,Capcom  ,,,,,0.03,,0.03,2018,Platform
Digimon World 4,XB,Bandai  ,,,0.02,0.01,,0,0.03,2005,Role-Playing
Nobunaga's Ambition: Sphere of Influence with Power-Up Kit,NS,Tecmo Koei  ,,,,,0.03,,0.03,2017,Strategy
Kekkaishi: Kokubourou Shuurai,DS,Namco Bandai  ,,,,,0.03,,0.03,2008,Action
Galleon: Islands of Mystery,XB,Atlus  ,,,0.02,0.01,,0,0.03,2004,Action
Shugo Chara! Amunonijiro Chara Change,DS,Konami  ,,,,,0.03,,0.03,2008,Action
100% Pascal Sensei: Kanpeki Paint Bombers,3DS,Konami Digital Entertainment  ,,,,,0.03,,0.03,2017,Action
Ren'ai 0 Kilometer,PSP,Alchemist  ,,,,,0.03,,0.03,2013,Visual Novel
Labyrinth of Refrain: Coven of Dusk,PS4,NIS America  ,,,0.01,,0.01,0,0.03,2018,Action
Far East of Eden Shinden,NG,Hudson Soft  ,,,,,0.03,,0.03,1995,Fighting
Sunny Garcia Surfing,PS2,Ubisoft  ,,,0.02,0.01,,0,0.03,2001,Sports
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,Arc System Works  ,,,,,0.03,,0.03,2008,Adventure
MotorHead,PS,Fox Interactive  ,,,0.02,0.01,,0,0.03,1998,Racing
Rugby Union Team Manager 2017,PC,Alternative Software  ,,,,0.03,,0,0.03,2016,Simulation
StormLover,PSP,D3 Publisher  ,,,,,0.03,,0.03,2010,Adventure
Shaun White Skateboarding,PC,Ubisoft  ,,,,0.03,,0,0.03,2010,Sports
Gensou Suikoden I & II,PSP,Konami  ,,,,,0.03,,0.03,2006,Role-Playing
Gloria Union,PSP,Atlus  ,,,,,0.03,,0.03,2011,Role-Playing
Pro Evolution Soccer 2018,X360,Konami Digital Entertainment  ,,,0.02,0.01,,0,0.03,2017,Sports
East India Company Collection,PC,Paradox Interactive   ,,,,0.03,,0,0.03,2010,Misc
Fallout: New Vegas Ultimate Edition,PC,Bethesda Softworks  ,,,,0.03,,0,0.03,2012,Role-Playing
Alter Ego,PC,Activision  ,,,,0.03,,0,0.03,1986,Simulation
Eyeshield 21: DevilBats DevilDays,GBA,Nintendo  ,,,,,0.03,0,0.03,2006,Role-Playing
Rugby 15,X360,Bigben Interactive  ,,,,0.03,,0,0.03,2015,Sports
Jyuzaengi: Engetsu Sangokuden,PSP,Idea Factory  ,,,,,0.03,,0.03,2012,Visual Novel
Nisekoi: Yomeiri!?,PSV,Konami Digital Entertainment  ,,,,,0.03,,0.03,2015,Visual Novel
Super Meat Boy: Ultra Edition!,PC,Unknown  ,,,,0.02,,0.01,0.03,2011,Platform
Dancing Blade II: Tears of Eden,PS,Konami  ,,,,,0.03,0,0.03,1999,Adventure
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,KOEI  ,,,,,0.03,,0.03,2010,Action
Bubble Bobble Evolution,PSP,Codemasters  ,,,0.03,0,,0,0.03,2006,Puzzle
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,5pb  ,,,,,0.03,,0.03,2016,Adventure
Kokoro no Kokoron,DS,Namco Bandai  ,,,,,0.03,,0.03,2011,Misc
BeatMania IIDX 13: DistorteD,PS2,Konami  ,,,,,0.03,,0.03,2007,Simulation
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,Idea Factory  ,,,,,0.03,,0.03,2008,Adventure
Super Dungeon Bros,PS4,Wired Productions  ,,,0.02,,,0.01,0.03,2016,Action
Override: Mech City Brawl,PS4,Modus Games  ,,7,0.02,,,0.01,0.03,2018,Action-Adventure
Puyo Puyo Chronicle,3DS,Sega  ,,,,,0.03,,0.03,2016,Action
Guitar Hero: World Tour,PC,Activision  ,,,,0.03,,0,0.03,2009,Misc
Go! Go! Hypergrind,GC,Atlus  ,6.5,,0.02,0.01,,0,0.03,2003,Sports
Keshisasu-Kun: Battle Kas-tival,DS,Konami  ,,,,,0.03,,0.03,2010,Action
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,Namco Bandai  ,,,,,0.03,,0.03,2011,Misc
Blade Arcus from Shining EX,PS4,Sega  ,,,,,0.03,,0.03,2015,Fighting
Peak Performance,PS,Atlus  ,,,0.02,0.01,,0,0.03,1997,Racing
Young Justice: Legacy,3DS,Warner Bros. Interactive Entertainment  ,,,0.03,,,0,0.03,2013,Action
DokiDoki Majo Shinpan! 2,DS,SNK Playmore  ,,,,,0.03,,0.03,2008,Adventure
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,ChunSoft  ,,,,,0.03,,0.03,2012,Visual Novel
Handball 16,PS3,Bigben Interactive  ,,,,0.03,,0,0.03,2015,Sports
Nacho Libre,DS,Majesco  ,,,0.03,0,,0,0.03,2006,Action
S.L.A.I.: Steel Lancer Arena International,PS2,Konami  ,,,0.01,0.01,,0,0.03,2005,Simulation
Freaky Flyers,XB,Midway Games  ,,,0.02,0.01,,0,0.03,2003,Racing
Boulder Dash: Rocks!,DS,10TACLE Studios  ,,,,0.03,,0,0.03,2007,Puzzle
N+,PSP,Atari  ,,,0.03,,,0,0.03,2008,Platform
Don't Knock Twice,PS4,Perpetual  ,,,0.02,,,0.01,0.03,2018,Adventure
Zoboomafoo: Leapin' Lemurs!,PS,Encore  ,,,0.02,0.01,,0,0.03,2001,Action
Azada,3DS,Licensed 4U  ,,,,0.03,,0,0.03,2014,Adventure
Dennou Senki Virtual-On Force,X360,Sega  ,,,,,0.03,,0.03,2010,Fighting
Troll and I,PS4,Maximum Games  ,,,0.02,,,0.01,0.03,2017,Action
Beast Quest,PS4,Maximum Games  ,,,0.02,,,0.01,0.03,2018,Action-Adventure
Graffiti Kingdom,PS2,Hot-B  ,7.2,,0.01,0.01,,0,0.03,2005,Role-Playing
Nettou! Powerful Koushien,DS,Konami  ,,,,,0.03,,0.03,2010,Sports
Kamen Rider: Climax Fighters,PS4,Namco Bandai Games  ,,,,,0.03,,0.03,2017,Fighting
Armored Core SL: Silent Line Portable,PSP,From Software  ,5.8,,,,0.03,,0.03,2009,Simulation
Away: Shuffle Dungeon,DS,Majesco  ,,,0.02,,0,0,0.03,2008,Role-Playing
Combat Mission: Shock Force,PC,Paradox Interactive   ,,,,0.03,,0,0.03,2007,Strategy
Ratatouille,PC,THQ  ,6,,0.01,0.01,,0,0.03,2007,Platform
Combat Elite: WWII Paratroopers,XB,SouthPeak Interactive  ,,,0.02,0.01,,0,0.03,2005,Shooter
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,Marvelous Interactive  ,,,,,0.03,,0.03,2008,Adventure
Lethal Enforcers I & II,PS,Konami  ,,,0.02,0.01,,0,0.03,1997,Shooter
Teddy Together,3DS,Nintendo  ,,,,0.03,,0,0.03,2016,Simulation
Carmageddon: Max Damage,XOne,Stainless Games  ,,,0.02,0.01,,0,0.03,2017,Action
Code: Realize - Bouquet of Rainbows,PS4,Aksys Games  ,,,0.02,,,0.01,0.03,2018,Visual Novel
Klonoa 2: Dream Champ Tournament,GBA,Namco  ,8.1,,0.02,0.01,,0,0.03,2005,Platform
Putty Squad,PSV,Maximum Games  ,,,0.01,0.01,,0.01,0.03,2014,Platform
Adventure Time: Pirates of the Enchiridion,NS,Outright Games  ,,,0.01,0.02,,0,0.03,2018,Adventure
Minna no Golf Jou Vol.1,PSP,Sony Computer Entertainment  ,,,,,0.03,,0.03,2007,Sports
Harry Potter and the Half-Blood Prince,PC,Electronic Arts  ,,,,0.03,,0,0.03,2009,Action
Utawarerumono Zan,PS4,Aquaplus  ,,,,,0.03,,0.03,2018,Action
Ducati World Racing Challenge,PS,Acclaim Entertainment  ,,,0.02,0.01,,0,0.03,2001,Racing
Super Collapse! II,GBA,Majesco  ,,,0.02,0.01,,0,0.03,2004,Puzzle
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,Majesco  ,,,0.02,0.01,,0,0.03,2005,Misc
Pop'n Music 14 Fever!,PS2,Konami  ,,,,,0.03,,0.03,2007,Misc
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,Gust  ,,,,,0.03,,0.03,2010,Role-Playing
Lux-Pain (JP sales),DS,Ignition Entertainment  ,,,,,0.03,,0.03,2009,Adventure
Smashing Drive,GBA,Namco  ,,,0.02,0.01,,0,0.03,2004,Racing
Big Mountain 2000,N64,SouthPeak Interactive  ,,,0.02,0.01,,0,0.03,2000,Sports
Charlie Blasts Territory,N64,Kemco  ,5.9,,0.02,0.01,,0,0.03,1999,Action
OutRun 2006: Coast 2 Coast,XB,Sega  ,,,0,0,,0,0,2006,Racing
Senko no Ronde DUO,X360,G.Rev  ,,,,,0.03,,0.03,2010,Fighting
Starshot: Space Circus Fever,N64,Infogrames  ,5.2,,0.02,0.01,,0,0.03,1999,Platform
CIMA: The Enemy,GBA,Natsume  ,6.8,,0.02,0.01,,0,0.03,2003,Role-Playing
